Creditor Name,Address Line 1,Address Line 2,Address Line 3,City,State,Zip,Contact,Phone,Fax,Consideration,Last Updated
Advanced Ear Nose & Throat Associates,50 E. Dunlap Ave #102,,,Phoenix,AZ,85020,,,,,05/18/2020
Advanced Heated Storage,Burlington,600 Fisher Ln,,Burlington,WA,98233,,,,,11/25/2025
Advanced Pathology Solutions,PO Box 2006,,,Memphis,TN,38101-2006,,,,,06/17/2021
Advanced Pediatric Cardiology,1478 West Elliot Road #102,,,Gilbert,AZ,85233,,,,,12/04/2025
Advanced Spine Care PS,Suite 110,12100 Northup Way,,Bellevue,WA,98005,,,,,06/06/2022
"Advanced Surgical Associates, LTD",2945 S. Dobson Road,,,Mesa,AZ,85202,,,,,10/30/2019
Advanced Surgical Case East,5925 W. Chandler Blvd.,,,Chandler,AZ,85226-3422,,,,,11/20/2024
Advanced Wound Institute,Dept #880392,PO BOX 29650,,Phoenix,AZ,85038,,,,,08/14/2023
"Advantage Assets II,Inc.","7322 Southwest Fwy, Ste 1600",,,Houston,TX,77074,,,,,02/18/2021
Adventist  Health,Clear Lake,PO Box 51385,,Los Angeles,CA,90051,,,,,07/17/2021
Adventure Dental,900 NE 139th St. 106,,,Vancouver,WA,98685,,,,,02/26/2024
ADZ Law LLP,Jessica Dayton,2000 Alameda De Las Pulgas,#161,San Mateo,CA,94403,,,,,04/20/2023
Aegis Sciences Corporation,Attn: Bankruptcy,PO Box 645612,,Cincinnati,OH,45264,,,,,11/25/2020
"AEO, Inc | Credit Card Services",aka American Eagle,PO Box 530942,,Watertown,WI,53094-2000,,,,,03/23/2021
AERO FCU,18301 N 79TH AVE STE A10,,,GLENDALE,AZ,85308,,,,,05/07/2025
Aero Financial,5811 W Talavi Blvd,,,Glendale,AZ,85306,,,,,05/13/2025
AES/NCT,POB 61047,,,Harrisburg,PA,17106,,,,,11/13/2025
Aetna,151 Farmington Avenue,,,Hartford,CT,06156,,,,,10/05/2022
AFC Physical Medicine & Chiropractic,3011 S. Lindsay Rd. #101,,,Gilbert,AZ,85295,,,,,09/02/2020
AFC Urgent Care South Center,1801268 Ave South #101,,,Kent,WA,98032,,,,,02/18/2025
"Affiliate Asset Solutions, LLC","145 Technology Parkway, NW, Ste. 100",,,Norcross,GA,30092,,,,,05/19/2021
Affiliated Dermatology,PO Box 29650 Dept 880197,,,Phoenix,AZ,85038-9650,,,,,12/17/2021
Affiliated Dermatology,20401 N. 73rd St.,,,Scottsdale,AZ,85255-4153,,,,,12/05/2022
Affiliated Hospitalists,9225 N. 3rd St. Suite 300,,,Phoenix,AZ,85020-2466,,,,,03/26/2020
Affiliated Pathologists,PO Box 794492,,,Los Angeles,CA,90074,,,,,07/17/2021
Affirm,P.O. Box 201249,,,Dallas,TX,75320-1209,,,,,10/10/2024
Affirm,"30 Isabella St., Floor 4",,,Pittsburgh,PA,15212,,,,,01/29/2025
Affirm,"650 California St, Fl.12",,,San Francisco,CA,94108,,,,,05/13/2025
Affirm Inc,650 California St FL 12,,,San Francisco,CA,94108,,,,,12/23/2025
Affirm Inc DIHR,Attn Credit Bureau Disputes,30 Isabella Street,,Pittsburgh,PA,15212,,,,,03/10/2026
"Affirm, Inc.",c/o Resurgent Capital Services,PO Box 10587,,Greenville,SC,29603-0587,,,,,12/15/2025
Affirm/Amazon,"30 Isabela Street, 4th floor",,,Pittsburgh,PA,15212,,,,,05/07/2025
Affordable Home Realty,PO Box 17232,,,Tucson,AZ,85731,,,,,09/22/2021
Affordable Self Storage,69 Railroad Ave D,,,Hilo,HI,96720,,,,,04/20/2026
AFILIATED DERMATOLOGY,P.O BOX 97383,,,Las Vegas,NV,89193,,,,,12/02/2022
AFLAC,WORLDWIDE HEADQUARTERS,1932 Wynnton Rd.,,Columbus,GA,31999,,,,,11/13/2020
AFNI,Dept 555,PO BOX 4115,,Concord,CA,94524,,,,,12/28/2021
AFNI Inc,PO Box 3068,,,Bloomington,IL,61702-3068,,,,,11/15/2021
"AFNI, Inc.",1310 Martin Luther King Drive,PO Box 3517,,Bloomington,IL,61702-3517,,,,,12/14/2020
AFS CS,PO Box 1145,,,Mission,SD,57555,,,,,11/24/2025
Afshin J Emami,"395 N Silverbell Rd, Suite 201",,,Tucson,AZ,85745,,,,,04/18/2022
Afterpay,"1955 Broadway, Suite 204",,,Oakland,CA,94612,,,,,10/10/2024
Afterpay,Attn: Bankruptcy,PO Box 328,,San Francisco,CA,94104,,,,,12/09/2020
"Afterpay US Services, LLC","1955 Broadway, Suite 204",,,Oakland,CA,94612,,,,,09/23/2025
"Afterpay US, Inc",PO Box 328,,,San Francisco,CA,94104,,,,,01/31/2024
AGA,740 Walt Whitman Rd.,,,Melville,NY,11747-9090,,,,,05/15/2023
Agave Pediatrics North,7010 Chauncey Ln,Ste 225,,Phoenix,AZ,85054-3117,,,,,03/30/2023
Agency of Credit Control,2014 S. Pontiac Way,,,Denver,CO,80224,,,,,12/31/2020
AGH Laveen LLC,PO Box 841365,,,Dallas,TX,75284,,,,,03/30/2021
Agility Sports Therapy,P.O. box 41960,,,Tucson,AZ,86717,,,,,06/19/2024
Agua Fria Justice Court,10420 W. Van Buren St. #101,CC2024-229363,,Avondale,AZ,85323,,,,,11/17/2025
Agua Fria Justice Court,Re Case #:,"10420 W. Van Buren, Suite 101",,Avondale,AZ,85323,,,,,04/15/2021
Agynbyte LLC,14711 NE 29th Pl Ste 101,,,Auburn,WA,98002,,,,,12/09/2025
Ahern Phoenix,1403 S Black Canyon Hwy,,,Phoenix,AZ,85009,,,,,01/18/2021
"AHP-MHR Home Care, LLP",Attn: Bankruptcy,PO Box 105760,,Atlanta,GA,30348,,,,,11/02/2020
Ahwatukee University L.L.C.,301 S. 29th St.,,,Phoenix,AZ,85034,,,,,04/13/2023
Aidan Guirino,170 W Cullumber Ave APT 2051,,,Gilbert,AZ,85234,,,,,11/20/2025
Aidvantage,P.O. Box 300001,,,Greenville,TX,75403-3001,,,,,02/20/2026
Aidvantage,PO Box 4450,,,Portland,OR,97208,,,,,01/20/2026
Aidvantage/Dept of Ed,PO Box 300001,,,Greenville,TX,75403,,,,Student Loan,10/29/2025
AIMS Physicians and Surgeons,3636 N. Stockton Hill Rd.,,,Kingman,AZ,86409-0514,,,,,10/07/2024
Aimvo Pest Control,1234 Main St.,,,Phoenix,AZ,85042,,,,,05/23/2023
Air Evac Services,PO Box 676171,,,Dallas,TX,75267-6171,,,,,01/24/2022
AIR METHODS ROCKY MOUNTAIN HOLDINGS LLC,P O BOX 713362,,,Cincinnati,OH,45271,,,,,08/08/2024
AIR METHODS TRANSPORT SERVICES,P O BOX 1280,,,Oaks,PA,19456,,,,,08/08/2024
Air Systems,3602 S Pine St,,,Tacoma,WA,98409,,,,,12/10/2025
AIRCR Contracts,1731 McCulloch Blvd S,,,Lake Havasu City,AZ,86406,,,,,03/07/2022
Airgas,110 West 7th Ave.,Suite 1300,,Tulsa,OK,74119,,,,,05/11/2023
AirMethods,EXLNET03,PO Box 1280,,Oaks,PA,19456-1280,,,,,08/24/2022
Airpark Auto Services,Attn: Bankruptcy,8115 E. Raintree Dr.,,Scottsdale,AZ,85260,,,,,07/30/2020
AJC Management LLC,Call Realty,12623 E Sprague Ste. 4,,Spokane,WA,99216,,,,,02/06/2026
Ajee Northrup,6010 257th Street E,,,Graham,WA,98338,,,,,04/01/2025
"AKDHC, LLC",Attn #16076J,PO Box 14000,,Belfast,ME,04915,,,,,06/08/2022
"AKDHC, LLC",14000,,,Belfast,ME,04915,,,,,09/22/2020
Aki Kurose Villiage,11506 Stone Ave. N,,,Seattle,WA,98133,,,,,10/20/2025
Aky at Chandler Airpark,1441 E. Germann Rd.,,,Chandler,AZ,85286,,,,,04/29/2024
AL Financial Corp,7250 N 16th S,,,Phoenix,AZ,85020,,,,,04/07/2020
Alabama Credit Union,P.O. Box 862998,,,Tuscaloosa,AL,35486,,,,,04/10/2024
Alabama Department of Revenue,Attn: Bankruptcy,P.O. Box 320001,,Montgomery,AL,36132-0001,,,,,04/28/2025
Aladdin Food Management,4920 Westway Park,"BLVD, STE150",,Houston,TX,77041,,,,,05/16/2025
Alameda Dental Care,Attn: Billing,"2525 S. Rural Rd., Suite #2-S",,Tempe,AZ,85282,,,,,07/30/2020
Alan H. Zimmerman,1617 E. Pinchot Ave,,,Phoenix,AZ,85016,,,,,01/17/2020
"Alan H. Zimmerman, PC",1617 E. Pinchot,,,Phoenix,AZ,85016,,,,,06/19/2020
Alaska Airlines,P.O. Box 68900,,,Seattle,WA,98168,,,,,12/30/2021
Alaska Cascade Financial Serv.,c/o Huppert Law Firm PLLC,612 Harrison STE #202,,Sumner,WA,98390,,,,,06/04/2024
Alaska District Court,Third Judicial District at Anchorage,825 W 4th Ave,,Anchorage,AK,99501,,,,,02/27/2023
Alaska Federal Credit Union,P.O. Box 196613,,,Anchorage,AK,99519-6613,,,,,12/10/2020
Alaska USA FCU,PO Box 196200,,,Anchorage,AK,99519,,,,,03/31/2022
Alaska USA FCU,Attn: Bankruptcy,Po Box 196613,,Anchorage,AK,99519,,,,,11/29/2022
Albert,440 N Barranca Ave #3801,,,Covina,CA,91723,,,,,02/24/2026
Albert,440 N. Barranca Ave. PMB 3801,,,Covina,CA,91723,,,,,12/11/2024
Albert Rizzo,1972 Mesquite Ave.,,,Lake Havasu City,AZ,86403,,,,,11/19/2025
Albertalli Law,2111 East Highland Ave,Suite B405,,Phoenix,AZ,85016,,,,,12/01/2025
Albertson's,PO BOX 29239,,,Phoenix,AZ,85038-9239,,,,,03/05/2025
Alcoa Billing Center,3429 Regal Dr,,,Alcoa,TN,37701,,,,,04/05/2021
"Alder Holdings, LLC",Attn: Billing | Bankruptcy,450 N. 1500 W.,,Orem,UT,84057,,,,,03/28/2022
Alder Ridge Senior Community,2800 Alder Street,,,Milton,WA,98354,,,,,03/10/2026
Alderwood Children's Dentist,19106 33rd Ave. W.,Suite 1,,Lynnwood,WA,98036,,,,,03/18/2025
Alderwood Park LLC,18031 36th Ave W,,,Lynnwood,WA,98037,,,,,03/11/2026
Aldous & Associates,4625 S 2300 E,Ste 207,,Salt Lake City,UT,84117,,,,,01/30/2024
Aldridge Pite LLP,9311 SE 36th Street,Suite 207,,Mercer Island,WA,98040,,877-319-8840,,,07/13/2022
Alejandra Uribe,813 N 26th Ave,,,Yakima,WA,98902,,,,,02/26/2022
Alejandro Perez | Alerus,Suite 2000,3200 N. Central Ave.,,Phoenix,AZ,85012,,,,,12/15/2020
Alena Kylloen,21007 NE Yacolt Mtn Rd.,,,Yacolt,WA,98675,,,,,03/27/2024
"Alerus Financial, N.A.",Attn: Billing | Bankruptcy,17045 N Scottsdale Rd,,Scottsdale,AZ,85255,,,,,12/15/2020
Alex Ames,49075 Island lake Road,,,Nikiski,AK,99611,,,,,09/16/2025
Alex Twum-Ampofo,Dignity Health,,,Los Angeles,CA,90074,,,,,04/24/2025
Alexander Esposito,1031 Logan Hill Rd,,,Chehalis,WA,98532,,,,,02/23/2026
Alexandro Rapeta,"8332 N 59th Dr, Glendale",,,Glendale,AZ,85302,,,,,06/11/2025
Alhambra Credit Union,7339 N 35th Ave,,,Phoenix,AZ,85051,,,,,04/03/2020
Alice O'Keefe & Matthew Metcalf,2120 Commerce St #601,,,Tacoma,WA,98402,,,,,06/24/2025
All About Towing,3704 E. Everett Ave.,,,Spokane,WA,99217,,,,,11/06/2024
All County Property Management,216 Chicago Blvd Unit D,,,Pacific,WA,98047,,,,,08/26/2025
All Creatures Animal Care,262 New Mansdale Rd.,,,Madison,MS,39110,,,,,08/08/2022
All Purpose Mini Storage,241 Sportsman Club Rd,,,Forks,WA,98331,,,,,11/27/2024
All Safe Mini Storage,101 Grant Road,,,Sequim,WA,98382,,,,,09/05/2024
All Savers Insurance Corporation,2020 Innovation Court,,,De Pere,WI,54115,,,,,11/19/2024
All Seasons Dental,12110 SE. 288th St.,,,Seattle,WA,98198,,,,,03/24/2025
All Seasons Pest Control,PO Box 1210,,,Spanaway,WA,98387,,,,,07/26/2022
All Smiles Northwest,3802 Colby Ave. FL 3,,,Everett,WA,98201-4940,,,,,07/18/2022
All Terrain Financial,"10900 Corporate Center Drive, #100",,,Houston,TX,77041,,,,,10/20/2023
All West Family Dentistry,Suite 100,13470N 83rd Ave,,Peoria,AZ,85381,,,,,01/13/2025
All Work Inc,485 Route 1 S Bldg. C Ste 210,,,Iselin,NJ,08830,,,,,03/10/2026
Allegiant Capital Recovery Services,"3280 South Park Ave., Ste. 1",,,Buffalo,NY,14218,,,,,06/07/2024
Allegro Apartments,4411 E Chandler Blvd,,,Phoenix,AZ,85048,,,,,03/09/2022
Allegro Credit,1350 Old Bayshore Hwy #200,,,Burlingame,CA,94010,,,,,08/09/2024
Allegro Pediatrics,2475 140th Ave. NE.,,,Bellevue,WA,98005,,,,,09/09/2024
Allen Realtors,7502 Lakewood Dr. W,,,Lakewood,WA,98499,,,,,04/27/2023
Allenmore Anasthesia Associate,PO Box 97115,,,Lakewood,WA,98497-0115,,,,,08/08/2022
Allergy & Asthma Specialty Ser,Attn: Billing,"11203 Bridgeport Way, SW",,Lakewood,WA,98499,,,,,03/23/2023
Allergy and Asthma,1000 Goodlette Rd N STE 200,,,Naples,FL,34102,,,,,11/19/2020
Allergy Asthma Clinic,"300 W Clarendon Ave, Ste 120",,,Phoenix,AZ,85013,,,,,05/24/2022
Alley Seattle LLC,241 YALE AVE. N.,,,Seattle,WA,98109,,,,,04/24/2025
Alliance Capital,"1965 Sheridan Drive, Suite 100",,,Buffalo,NY,14223,,,,,08/12/2024
Alliance Credit Services,4 Orinda Way Ste 180-C,,,Orinda,CA,94563,,,,,04/14/2022
Alliance Law Group,5316 Orchard ST W,,,University Place,WA,98467,,253-5810660,,,09/29/2022
Alliance Medical Clinic LLC,PO Box 14099,,,Belfast,ME,04915,,,,,10/08/2020
Alliance One,"4850 Street Road Suite, 300",,,Feasterville Trevose,PA,19053,,,,,07/05/2019
Alliance Urgent Care,"9897 W. McDowell Rd., #100",,,Tolleson,AZ,85353,,,,,06/17/2021
Alliance Virtual Offices,2831 St Rose Pkwy,,,Henderson,NV,89052,,,,,12/19/2023
"AllianceOne Receivables Management, Inc",Suite 201,3043 Walton Road,,Plymouth Meeting,PA,19462,,,,,06/13/2024
AllianceOne Receivables Mgmt,6200 Southcenter Blvd.,,,Seattle,WA,98188-2544,,,,,11/12/2021
AllianceOne Receivables Mgmt,"451 SW Sedgwick Rd, Ste. 220",,,Port Orchard,WA,98367,,,,,01/12/2023
Alliane Physical Therapy,"4617 W. 20th St., Suite 2A",,,Greeley,CO,80634,,,,,06/15/2021
Alliant Capital Management LLC,"1965 Sheridan Drive, Suite 100",,,Buffalo,NY,14223,,,,,06/25/2025
Alliant Capital Management LLC,"1965 Sheridan Dr., Ste. 100",,,Buffalo,NY,14223,,,,,09/13/2023
Alliant Capital Managment,"1965 Sheridan Drive, Suite 100",,,Buffalo,NY,14223,,,,,11/14/2024
Alliant Capital Managment LLC,"1965 Sheridan Dr, Suite 100",,,Buffalo,NY,14223,,,,,01/07/2022
Alliant Credit Union,Collections Dept,PO Box 66945,,Chicago,IL,60666,,,,,05/01/2020
Allianz Global Assistance Clai,PO Box 72031,,,Henrico,VA,23255,,,,,06/27/2024
Allied Capital Management,2725 Hamilton Mill Rd,Suite 500 #167,,Buford,GA,30519,,,,,04/11/2024
Allied Cash Advance,100 Commercial Dr,,,Fairfield,OH,45014,,,,,10/19/2020
Allied Cash Advance,"710 W Elliot Rd, Suite 104",,,Tempe,AZ,85284,,,,,05/18/2020
Allied Cash Advance,2124 W. Grant Rd.,,,Tucson,AZ,85745,,,,,05/09/2023
Allied Cash Advance,2706 E University Drive,,,Mesa,AZ,85213,,,,,12/29/2021
Allied Cash Advance,PO Box 36124,,,Cincinnati,OH,45236,,,,,02/08/2023
Allied Cash Advance,439 N Highway 90,,,Sierra Vista,AZ,85635,,,,,05/03/2022
Allied Cash Advance,3726 S. 16th Ave.,,,Tucson,AZ,85714,,,,,06/18/2024
Allied Cash Advance,PO Box 36454,,,Cincinnati,OH,45236-0454,,,,,03/12/2025
Allied Cash Advance,Attn: Payment Processing Unit,100 Commercial Dr.,,Fairfield,OH,45014,,,,,04/22/2021
Allied Cash Advance,"6330 E. Golf Links Rd., Suite 192",,,Tucson,AZ,85730,,,,,06/28/2021
"Allied First Bank, SB DBA Servbank","500 S. Broad Street, Suite 100A",,,Meriden,CT,06450,,,,,04/30/2024
Allied International Credit Corp. US,"6800 Paragon Place., Suite 400",,,Richmond,VA,23230,,,,,09/21/2021
Allied Interstate,7525 W. Campus Rd.,,,New Albany,OH,43054,,,,,08/21/2020
Allied Servicing Corp,3019 N Argonne Rd,,,Spokane,WA,99212,,,,,11/21/2025
"Allied Solutions, Inc.","1320 City Center Dr., Ste. 300",,,Carmel,IN,46032,,,,,12/23/2022
Allied Title Loan,2706 E. University Dr.,,,Mesa,AZ,85213,,,,,11/13/2019
Allison Carey,4580 N. Aguafria Dr.,,,Prescott Valley,AZ,86314,,,,,08/17/2022
Allstate Fire and Casualty,Suite,222 Merchandise Mart Plaza,,Chicago,IL,60654,,,,,10/16/2025
Allstate Insurance Company,Attn: Bankruptcy,"1501 N. Plano Rd., Suite 100",,Richardson,TX,75081,,,,,02/15/2022
Alltran Financial LP,PO Box 722929,,,Houston,TX,77272-2929,,,,,04/23/2020
"Alltran Financial, LP",PO Box 4045,,,Concord,CA,94524-4045,,,,,04/06/2020
Allwest,690 W Capstone Ct,,,Hayden,ID,83835,,,,,05/15/2023
Ally,3443 W. Taft Dr.,,,Spokane,WA,99208,,,,,08/07/2024
Ally Credit Card,PO Box 9222,,,Old Bethpage,NY,11804,(877_ 494-0020,,,,05/04/2025
ALLY CREDIT CARDS,1000 N WEST ST FL 11,,,Wilmington,DE,19801,,,,,05/06/2025
Ally Financial,Attn: Bankruptcy,PO Box 380901,,Minneapolis,MN,55438-0901,,,,,07/23/2025
Ally Financial,PO BOX 380902,,,Bloomington,MN,55438-0902,,,,,07/20/2020
Ally Financial,Attn: Bankruptcy,500 Woodard Ave.,,Detroit,MI,48226,,,,,01/30/2023
Ally Financial,200 RENAISSANCE CTR #,,,Detroit,MI,48243,(800) 200-4622,,,,05/06/2025
Ally Lending,P.O. Box 653074,,,Dallas,TX,75265,,,,,01/09/2024
Ally Lending,Attn: Bankruptcy,PO Box 9212,,Old Bethpage,NY,11804,,,,,10/14/2020
Aloha Cardiology PC,Po Box 14000,,,Belfast,ME,04915,,,,,12/08/2020
Alpha Recovery Corp.,6912 S. quentin St. Unit 10,,,Centennial,CO,80112,,,,,05/01/2020
"Alpha Tree Care, LLC",6400 NE Hwy 99,Suite G Box 168,,Vancouver,WA,98665,,,,,08/11/2023
Alpine Medical,4030 S. State St.,,,Salt Lake City,UT,84107,,,,,04/18/2023
Alta Cooley Station,2550 S. Recker Rd.,,,Gilbert,AZ,85295,,,,,01/22/2024
Alta Pest Control | Seattle WA,ATTN: Accounts Receivable,157 N. 2nd E,,Rexburg,ID,83440,,,,,07/02/2024
Alta Vista Regional Hospital,104 Legion Dr,,,Las Vegas,NM,87701,,,,,03/10/2020
Altaone Federal Credit Union,Attn: Banktupycy,PO Box 1209,,Ridgecrest,CA,93556,,,,,06/02/2021
Alternative Claims Management,Attn: 00531480NV-PD-110607,PMB #360,14546 Brook Hollow Blvd.,San Antonio,TX,78232,,,,,08/07/2023
Alternative Funding Group Corp.,"c/o Jason S Matuskiewicz, Esq","26 Court St., Suite 1714",,Brooklyn,NY,11242,,,,,10/21/2024
"Altia Apartments, LLC.",16520 Larch Way,,,Lynnwood,WA,98037,,,,,03/17/2025
Altius Diagnostics Laboratory,"12100 Northup Way, Suite 110",,,Bellevue,WA,98005,,,,,06/06/2022
"Altran Education, Inc",Attn: Billing | Bankruptcy,PO Box 5008,,Woodridge,IL,60517,,,,,03/19/2021
Altran Financial,PO Box 4044,,,Concord,CA,94524-4044,,,,,06/19/2020
Altran Financial,PO Box 722929,,,Houston,TX,77272,,,,,01/12/2021
Altura Credit Union,P.O. Box 908,,,Riverside,CA,92502-0908,,,,,04/23/2026
Altus Receivables Management,2400 Veterans Memorial Blvd,Ste. 300,,Kenner,LA,70062,,,,,01/07/2022
Alvista Lake Meridian,14901 SE 172nd St.,,,Kent,WA,98042,,,,,10/02/2024
Alysia Camilli,6800 Bright View Rd.,,,Las Cruces,NM,88007,,,,,04/11/2024
Alyssa A Martinez,17428 W. Superior Ave.,,,Goodyear,AZ,85338-8003,,,,,01/20/2023
Alysssa Barto,1600 E Jefferson St,,,Seattle,WA,98122,,,,,06/24/2025
AM-STUDAST,100 Cambridge PI Spc E126,SPC E126,,Cambridge,MA,02141,,,,,01/31/2026
Amalgamated Finacial Group,105 White Oak Lane,,,Old Bridge,NJ,08857,,,,,10/22/2021
Amanda Corp,6101 Capitol Blvd SE Suite C,,,Tumwater,WA,98511-4787,,,,,12/09/2024
Amazon,410 Terry Ave N,,,Seattle,WA,98109,,,,,03/28/2024
Amazon,Attn: Bankruptcy,PO Box 105985,,Atlanta,GA,30353,,,,,12/16/2021
Amazon - c/o Synchrony Bank,PO Box 960061,,,Orlando,FL,32896-3000,,,,,09/17/2019
Amazon Business Prime Card,P.O. Box 60189,,,City of Industry,CA,91716-0189,,,,,04/12/2024
Amazon c/o Synchrony Bank,PO Box 71711,,,Philadelphia,PA,19176,,,,,04/22/2025
Amazon Flex,2021 7th Avenue,,,Seattle,WA,98121,,,,,11/10/2025
Amazon.com Services Inc.,c/o TRS Recovery Services,1600 Terrell Mill Road,,Marietta,GA,30067,,,,,11/15/2024
Amazon/Synchrony Bank,P.O. Boxs 71711,,,Philadelphia,PA,19176-1711,,,,,11/06/2025
Ambetter from Arizona Complete Health,PO Box 25408,,,Little Rock,AR,72221,,,,,01/03/2022
Ambetter Health Insurance,Attn: Billing,PO Box 748701,,Los Angeles,CA,90074,,,,,10/07/2020
Ambit Energy,PO Box 864589,,,Plano,TX,75086,,,,,03/09/2023
Ambulance Transportation Inc.,8400 183rd Pl.,,,Tinley Park,IL,60487,,,,,06/07/2021
AMCA,Attn: Bankruptcy,PO Box 1235,,Elmsford,NY,10523,,,,,10/23/2020
Amcol Systems,Attn: Bankruptcy,PO Box 21625,,Columbia,SC,29221,,,,,12/18/2020
AmerAssist A/R Solutions,Attn: Bankruptcy | Billing,PO Box 26095,,Columbus,OH,43226,,,,,09/24/2021
Ameren Missouri,Attn: Bankruptcy,PO Box 88068,,Chicago,IL,60680,,,,,04/13/2022
"Amergis Healthcare Staffing, Inc.",7223 Lee Deforest Drive,,,Columbia,MD,21046,,,,,01/12/2026
America Credit/GM Financial,PO Box 181145,,,Arlington,TX,76096,,,,,09/07/2022
America First Credit Union,PO Box 9199,,,Ogden,UT,84409,,,,,04/10/2020
America First Credit Union,221 N 79th Ave,,,Tolleson,AZ,85353,,,,,05/01/2020
America First Credit Union,P.O. Box 9199,,,Ogden,UT,84409,,,,,10/27/2025
America Medical Collection Agency,"4 Westchester Plaza, Building 4",,,Elmsford,NY,10523,,,,,08/28/2019
America's Choice Tax,"38975 Sky Canyon Dr., Ste. 210",,,Murrieta,CA,92563,,,,,11/02/2021
AmericaFirst Credit Union,Attn: Bankruptcy,PO Box 9199,,Ogden,UT,84409,,,,,08/14/2020
"American Acceptance Co, LLC",99 E. 86th Ave. Ste. E,,,Merrillville,IN,46410,,,,,08/05/2021
American Accounts & Advisors,7460 80th St S,,,Cottage Grove,MN,55016,,,,,02/03/2022
American Airlines FCU,14050 FAA Blvd,,,Fort Worth,TX,76155,,,,,08/06/2025
American Coradius International LLC,Attn: Bankruptcy,"2420 Sweet Home Rd., Suite 150",,Buffalo,NY,14228,,,,,01/27/2021
American Credit Acceptance,Attn: Billing | Bankruptcy,PO Box 204531,,Dallas,TX,75320,,,,,11/15/2022
American Credit Acceptance dba Auto Fin.,961 E. Main St.,,,Spartanburg,SC,29302,,,,,09/22/2020
American Cremation & Casket,DBA Terry Dexter,and William Allan Dexter,8808 271st St NW,Stanwood,WA,98292,,,,,07/28/2025
American Education Services,P.O. Box 2461,,,Harrisburg,PA,17105-2461,,,,,04/20/2026
American Education Services,POB 61047,,,Harrisburg,PA,17106,,,,,06/04/2025
American Express,PO Box 96001 Los Angeles,,,Los Angeles,CA,90096,,,,,06/12/2025
American Express,P.O. Box 60189,,,City of Industry,CA,91716-0189,,,,,11/06/2025
American Express,Attn: Bankruptcy,PO Box 981535,,El Paso,TX,79998-1535,,,,,08/08/2025
American Express,Correspondence/Bankruptcy,PO Box 981540,,El Paso,TX,79998,,,,,03/07/2023
American Express,P.O. Box 981535,,,El Paso,TX,79998,,,,,07/23/2025
American Express,PO Box 981537,,,El Paso,TX,79998,,,,,05/29/2025
American Express,PO Box 981535,,,El Paso,TX,79998-1535,,,,,05/20/2025
American Family Auto Insurance,"c/o MacMillan, Scholtz, & Mark","900 SW 5th Ave., Suite 1800",,Portland,OR,97204,,,,,07/24/2023
American Family Connect Property,"C/O Crosby & Gladner, P.C.",6000 American Parkway,,Madison,WI,53783,,,,,04/19/2024
American Family Insurance,Attn: Accounts Receivables,6000 American Parkway,,Madison,WI,53783,,,,,07/30/2020
American Family Insurance,PO Box 52230,,,Phoenix,AZ,85072,,,,,02/12/2024
American Family Mutual Insurance,6000 American Parkway,,,Madison,WI,53783,,,,,10/06/2021
American Family Vision Clinic,400 Yauger Way SW Bldg 1,Suite A,,Olympia,WA,98502,,,,,01/16/2025
American Finance,17507 S. Dupont Hwy,,,Harrington,DE,19952,,,,,04/25/2024
American Financial Management,"5500 Pearl St, Suite 250",,,Des Plaines,IL,60018,,,,,01/15/2026
American First Credit Union,PO Box 9199,,,Ogden,UT,84409,,,,,02/28/2020
American First Finance,P.O. Box 565848,,,Dallas,TX,75356,,,,,10/15/2020
American First Finance,PO Box 3002,,,Malvern,PA,19355,,,,,05/28/2025
American First Finance I,PO Box 565848,,,Dallas,TX,75356,,,,,12/23/2025
American First Financial,15622 N Black Canyon Hwy,,,Phoenix,AZ,85053,,,,,09/22/2020
American Freight,4422 East University Dr.,,,Mesa,AZ,85205,,,,,10/15/2020
American Gen Financial/Springleaf,Kent East Hill Shopping Center,,,Kent,WA,98030,,,,,12/13/2022
American General/Springleaf,Kent East Hill Shopping Center,,,Kent,WA,98030,,,,,12/13/2022
American Homes 4 Rent,280 Pilot Road,,,Las Vegas,NV,89119,,,,,01/24/2024
American Homes 4 Rent,5555 E. Van Buren St. Ste 240,,,Phoenix,AZ,85008,,,,,12/01/2021
American Homes for Rent,280 Pilot Rd.,,,Las Vegas,NV,89119,,,,,02/28/2025
American Honda Finance,Attn: Bankruptcy,Po Box 168088,,Irving,TX,75016,,,,,09/20/2024
American Honda Finance,Attn: Bankruptcy,Po Box 168128,,Irving,TX,75016,,,,,12/19/2025
American Honda Finance Corporation,P.O. Box 168088,,,Irving,TX,75016,,,,,02/02/2024
American Hospitals Inc,PO Box 841308,,,Pembroke Pines,FL,33084,,,,,01/30/2023
American Income,1200 Wooded Acres Dr,,,Waco,TX,76710,,,,,04/01/2025
American Info Source aka Verizon,PO Box 248838,,,Oklahoma City,OK,73124,,,,,11/13/2019
American InfoSoucrce as agent,PO BOX 71083,,,Charlotte,NC,28272,,,,,08/17/2020
American Lake Credit Union,P.O. Box 98979,,,Lakewood,WA,98496,,,,,11/14/2024
American Medical Associates,1915 E. Chandler Blvd STE 1,,,Chandler,AZ,85225,,,,,07/09/2025
American Medical Response,135 Interstate Blvd,,,Greenville,SC,29615,,,,,04/22/2025
AMERICAN MEDICAL RESPONSE,PO BOX 749667,,,Los Angeles,CA,90074,,,,,04/03/2024
American Medical Response,PO Box 2420,,,Southgate,MI,48195,,,,,01/24/2024
